"order_id","yearmonth","total_amount","product_category_name"
"1d5182e38de4f122947727324f2870be",2017-01-01,115.29,"health_beauty"
"cd3ad05bdb70488e29c3afb5641cc178",2017-01-01,38.01,"health_beauty"
"c37d452db8a3abfa3d99c322e92ef0ef",2017-01-01,54.51,"health_beauty"
"1962f977f7b7b5eb73a3c2c39bbc93b5",2017-01-01,32.62,"health_beauty"
"e08f76fed43c999d57979d1879871ce1",2017-01-01,104.96,"health_beauty"
"481f2db41ea6571226192db2b584fa6e",2017-01-01,45.49,"health_beauty"
"bdf4423bf60eac03b6786ebd0e507cc1",2017-01-01,41.93,"health_beauty"
"fb975e889b11a08705d3b2734b626916",2017-01-01,47.02,"health_beauty"
"749a31c1093994e39ecb4aef66a7aa3a",2017-01-01,39.95,"health_beauty"
"6f334a2e1303fe798ae16f4c33269e82",2017-01-01,107.57,"health_beauty"
"a47c6e02b84d8dea0ec21748a611293e",2017-01-01,107.9,"health_beauty"
"0c8675dc2e52ab52977a76d810e45303",2017-01-01,107.9,"health_beauty"
"c383ab7c64e3ee1503e3574b22e37dab",2017-01-01,86.9,"electronics"
"8ffd24fbf822586b2712a4becc7217dc",2017-01-01,142,"health_beauty"
"d6d06ebdeab0297fe7460931b29b4422",2017-01-01,41.9,"health_beauty"
"adebb4dfc650b98f7c7e38bb11cb0aa9",2017-01-01,52.9,"health_beauty"
"8a903d20555a91edeffd6eab45743f26",2017-01-01,43.89,"health_beauty"
"9843c2a66fe0afda6509bc4274f743de",2017-01-01,179.9,"health_beauty"
"f9d5369378902ad40733614f75fdc908",2017-01-01,41.9,"health_beauty"
"cba1cb073e8cf5375b9f786704de8e80",2017-01-01,68.9,"health_beauty"
"cba1cb073e8cf5375b9f786704de8e80",2017-01-01,68.9,"health_beauty"
"b033a34245ae159e80dd599b3c5cb92f",2017-01-01,188,"health_beauty"
"6dfdc1eefc7a125d1bb81feb04a6c2e6",2017-01-01,116.9,"health_beauty"
"6c8b41df796056dfa59f256768d11654",2017-01-01,149.9,"health_beauty"
"d6f8a3db5b45d8d7ca18eb34d5c902ae",2017-01-01,71.72,"health_beauty"
"02d2287dea15cd93d945f1749f3288ed",2017-01-01,48.59,"health_beauty"
"6e68d4f670783e41ced4e82d14debce9",2017-01-01,76.05,"health_beauty"
"d7449e15f5045562074cc57796341cf7",2017-01-01,222.27,"health_beauty"
"af045d3e5d7082db57d5b5dde3c0c97b",2017-02-01,41.42,"health_beauty"
"a4fa33c4486ff17afcc146d9a2b0aec6",2017-02-01,255.25,"health_beauty"
"fe9ff842f65047f5a82c48905a18cc98",2017-02-01,18.22,"health_beauty"
"278b6dc641ac6cf9abcfb8b2aa95a0d0",2017-02-01,221.84,"health_beauty"
"c89051e4897cdf9edda25069d5414a2f",2017-02-01,288.08,"health_beauty"
"204afbf2adcafc867358369a658ea7aa",2017-02-01,121.34,"health_beauty"
"d4d52a6470ea8a7ee5d1fba74508bf15",2017-02-01,38.42,"health_beauty"
"aee92405acf40c19e4f73fb75727715d",2017-02-01,213.25,"health_beauty"
"9ee53d821aec1c97d5b1514199c74c27",2017-02-01,34.86,"health_beauty"
"9c1ef8552f9a1af4860b014689f6be79",2017-02-01,28.64,"health_beauty"
"9d91a9530ea3af0213cfae03feed3be9",2017-02-01,48.25,"health_beauty"
"fe84ed29d87230c495cd2381857dba8e",2017-02-01,53.51,"health_beauty"
"339cfa1a6bf1f4f0c50db99c5255b714",2017-02-01,179.3,"health_beauty"
"3a9731efdd545919f0c6c36c8633b7fd",2017-02-01,52.87,"health_beauty"
"ef7e4d318e5714c1e8e07e97c981ce36",2017-02-01,55.44,"health_beauty"
"796d29c5558898a4ee393750879fb1c5",2017-02-01,262.26,"health_beauty"
"2a3f0a5fbf1d28387b5aea5308d6fd4e",2017-02-01,255.6,"health_beauty"
"37420f333a6877b6e54ea0a728af2542",2017-02-01,30.95,"health_beauty"
"855a174fc0471c4ddf1a01a131c9cf6d",2017-02-01,34.86,"health_beauty"
"9eddcb9c8cbfd8719bbc6b147ef32735",2017-02-01,48.25,"health_beauty"
"165bda414fc1fd79eb721e1938ff198a",2017-02-01,210.08,"health_beauty"
"e1902035c4c195dff5edda08708c4050",2017-02-01,141.42,"health_beauty"
"e1902035c4c195dff5edda08708c4050",2017-02-01,141.42,"health_beauty"
"e1902035c4c195dff5edda08708c4050",2017-02-01,141.42,"health_beauty"
"d5558a097766363b8e76b38c43332e8a",2017-02-01,46.36,"health_beauty"
"b51edc2e9375a9cc6fd96daf82dcfab8",2017-02-01,38.41,"health_beauty"
"6feae1bd5cdc1727594445028310015f",2017-02-01,53.51,"health_beauty"
"d2c0ceb948cf7025d520cbd2c88ba435",2017-02-01,132.51,"health_beauty"
"800527a0973637e539fec69236ce5938",2017-02-01,25.85,"health_beauty"
"925076985315dd0cc772d4156564d009",2017-02-01,44.3,"health_beauty"
"ad0d46c22c5a9dd2699f5142b1882f5f",2017-02-01,73.8,"health_beauty"
"ad0d46c22c5a9dd2699f5142b1882f5f",2017-02-01,23.13,"health_beauty"
"616c234744893b4411f6e056de1b0699",2017-02-01,38.42,"health_beauty"
"8ca35ef9366e216446621215448b381a",2017-02-01,62.83,"health_beauty"
"591634e3db632b8d5a60099a1b81cf7a",2017-02-01,34.51,"health_beauty"
"0e4ac54a7cda0d985d64f8cba6f963ba",2017-02-01,206.44,"health_beauty"
"dbb31ed9185a040cb0e9c8fb4877e21f",2017-02-01,79.22,"health_beauty"
"e95949c45d8dc1a2537b40b90346108e",2017-02-01,30.95,"health_beauty"
"540b7d70e38348c6a2412ede9e1f1f2a",2017-02-01,32.62,"health_beauty"
"b07a6274640ebe112c2180a18ea07b3c",2017-02-01,34.85,"health_beauty"
"b07a6274640ebe112c2180a18ea07b3c",2017-02-01,34.85,"health_beauty"
"88f2acef90e7ca305b8b5db51dd0be27",2017-02-01,85.15,"health_beauty"
"59695116e3986b9eb1eb35d5d74e728b",2017-02-01,23.6,"health_beauty"
"59695116e3986b9eb1eb35d5d74e728b",2017-02-01,23.6,"health_beauty"
"6fccc57f4270cc3628193bd168efc780",2017-02-01,108.66,"health_beauty"
"b8afeb65bbea252eef3d4a2845dfd6ab",2017-02-01,44.52,"health_beauty"
"013bc5ce14f856d31efc8bebdc3a278f",2017-02-01,32.61,"health_beauty"
"103a6df3372464e08e529f7d888a48f6",2017-02-01,243.76,"health_beauty"
"a978d6eb16b0dd287c64cf99680c15e9",2017-02-01,235.95,"health_beauty"
"f97ce00d14a023fd79a2db6216c031db",2017-02-01,76.07,"electronics"
"a6254817fe719457b22250e3cd2eb2ad",2017-02-01,32.62,"health_beauty"
"0497899302217e8f8ea8645ac33c1882",2017-02-01,121.16,"health_beauty"
"7f97f025c45cac922275120fdee4e062",2017-02-01,34.86,"health_beauty"
"fac9ad2862283f6ebbb3c67abc842db6",2017-02-01,34.36,"health_beauty"
"32a7f2fa7d1b798b72a117f24095efd4",2017-02-01,127.42,"health_beauty"
"a41b16eb820cfb62112086ea0a18dee5",2017-02-01,79.52,"health_beauty"
"d8b5366d0c46b7a7f33831b486b0af9b",2017-02-01,30.95,"health_beauty"
"f1c678e4d14a34ff56f675634bce6b15",2017-02-01,34.86,"health_beauty"
"971d58b94f7bda9a79f4847e1509a433",2017-02-01,67.67,"electronics"
"5b9714d8a4016e5add108c3ebb3c21a5",2017-02-01,69.54,"health_beauty"
"0633c2f778161bd80bf27cb619d6437c",2017-02-01,48.25,"health_beauty"
"7810232f329f64a33e2238b22ea8231e",2017-02-01,57.85,"health_beauty"
"7810232f329f64a33e2238b22ea8231e",2017-02-01,57.85,"health_beauty"
"b9763fc50599a4ba2c2405513546d844",2017-02-01,54.42,"electronics"
"b46902d53ee0054d077220fefa87e7d5",2017-02-01,79.01,"health_beauty"
"b9ed1cade4a77bad15fa7a3ced4585a4",2017-02-01,38.41,"health_beauty"
"d53709cd2507666542fcf8f6120b99f0",2017-02-01,44.83,"health_beauty"
"44e57ef48e2045411c809567c0db5628",2017-02-01,34.86,"health_beauty"
"7449beca42d01504e128802e11560201",2017-02-01,41.24,"health_beauty"
"f237e8ddc05a21386ec9441d40f8e09e",2017-02-01,102.2,"health_beauty"
"85fb2afed45145db40381a894fed8d1b",2017-02-01,269.08,"health_beauty"
"e9376e0fd65f7e856a08d32426f523ef",2017-02-01,167.7,"health_beauty"
"61597f05faaa90aa4bdc03d88668ae6a",2017-02-01,226.25,"health_beauty"
"27863884193fa88ed79c356f4f568fe7",2017-02-01,78.99,"health_beauty"
"afa17ebff8d7e00d7c9e04860c7ddcea",2017-02-01,79.61,"health_beauty"
"6bf0953ea2856ef95e31030263eacc2e",2017-02-01,32.62,"health_beauty"
"17bac873da4c588c3111d7399f91673e",2017-02-01,30.95,"health_beauty"
"10e9f4b926adf55cefc13979e6b1d62b",2017-02-01,192.55,"health_beauty"
"cf6264c37c96bc0cf63ebd0f9fba45da",2017-02-01,54.42,"electronics"
"cf6264c37c96bc0cf63ebd0f9fba45da",2017-02-01,54.42,"electronics"
"761d27773b89e0a86484468a0079a7d5",2017-02-01,56.12,"electronics"
"d344f519a9ec12a430ad3312f4ec6363",2017-02-01,22.86,"health_beauty"
"ec3321f3f4d722104c66e3935b6f1d0f",2017-02-01,80.77,"health_beauty"
"e19e1e2a27811ece579c1b8178b7e90a",2017-02-01,36.1,"health_beauty"
"696f3d1ca8c81318d2b46200ddf3023b",2017-02-01,34.85,"health_beauty"
"a257a1b730eacbbf17f67bfd45703f8f",2017-02-01,79.95,"health_beauty"
"6ba315d3028622e6e19fdb72e50b8ece",2017-02-01,38.42,"health_beauty"
"bb6faadce3a2d545e5c6b2f08403d909",2017-02-01,191.44,"electronics"
"bb6faadce3a2d545e5c6b2f08403d909",2017-02-01,191.44,"electronics"
"4d4aac37e91472a2cbb36ee91d35866f",2017-02-01,69.75,"electronics"
"0b83b48cff92afd5eb4360860cad0ff1",2017-02-01,90.84,"health_beauty"
"df4e2731dcd3169e040bda2dde5f70f6",2017-02-01,86,"health_beauty"
"73f48f63d3e4f1a7e909c2261194aad2",2017-02-01,215.06,"health_beauty"
"c1cb3668980881dd301d51bad5aa106a",2017-02-01,72.27,"health_beauty"
"6234c0a631c7ef6fa2bf006aadf30830",2017-02-01,123.33,"health_beauty"
"f6cbd0bea76d160391128a43b629ae9f",2017-02-01,84.11,"health_beauty"
"39d18a242f33a2e77c51d59dabea2e44",2017-02-01,167.56,"health_beauty"
"c475a9d8286befc2ceecf1bd07f03a25",2017-02-01,111.92,"health_beauty"
"3d881e61ee993d5bba4becb0d98b1579",2017-02-01,95.98,"electronics"
"ba22a1fb553e3c6597c8c25d6478df2e",2017-02-01,161.21,"health_beauty"
"555537da82b73708bc09f6b0c8fa6747",2017-02-01,31.8,"health_beauty"
"5e7254b606481fc2af9d54c0e86f8995",2017-02-01,32.61,"health_beauty"
"3fb5cb07abb84703f0890f6c92589bb8",2017-02-01,72.74,"health_beauty"
"3fb5cb07abb84703f0890f6c92589bb8",2017-02-01,35.53,"health_beauty"
"e8cab458223cfed14e73ea0d7fe1a511",2017-02-01,76.05,"health_beauty"
"58fb05058cf15a3f9eaeb29497841a33",2017-02-01,146.01,"electronics"
"974c1993ab8024d3ed16229183c2308d",2017-02-01,84.56,"health_beauty"
"898ce379b2fe563284b7bf4c47ab5cf9",2017-02-01,79.86,"health_beauty"
"7cabacd4129a4e463e74823b7015115e",2017-02-01,26.71,"health_beauty"
"b191ff55d8fb38b19dca4409b536f14c",2017-02-01,84.56,"health_beauty"
"e4abb8fe0937a88e04513430b69d268e",2017-02-01,34.86,"health_beauty"
"ae4449c7c1d59db87e06f5758946907b",2017-02-01,38.42,"health_beauty"
"ef71061bdf8dc442c060d4f0d8266a2d",2017-02-01,205.4,"health_beauty"
"d27cfc6c8d78bf11f6a4718f21ef6b01",2017-02-01,176.51,"health_beauty"
"a5feb0197f260c5208284d3d53639266",2017-02-01,38.62,"health_beauty"
"f94445f68d1478fe6be0b1c7bea0e646",2017-02-01,184.35,"electronics"
"008fab5602c441d51f30b1464f5d4643",2017-02-01,65.55,"health_beauty"
"7892d0d80149359046441dc6f4ae4794",2017-02-01,151.88,"health_beauty"
"7892d0d80149359046441dc6f4ae4794",2017-02-01,86.57,"health_beauty"
"7892d0d80149359046441dc6f4ae4794",2017-02-01,81.7,"health_beauty"
"f79d45437fabc8818adfc625ba9bf526",2017-02-01,38,"health_beauty"
"ab021e4a57f9a5590977fb19b619b6f6",2017-02-01,48.74,"health_beauty"
"174ea733f2e5d5f7a5e720311acdf27b",2017-02-01,120.88,"health_beauty"
"c97b96669af0b8d42bb6991c545614c3",2017-02-01,110.2,"health_beauty"
"0af96849112c968e7764ac7f17e4f9f7",2017-02-01,50.95,"health_beauty"
"171c622bc5e64b427c2708aac335fe6c",2017-02-01,26.47,"health_beauty"
"171c622bc5e64b427c2708aac335fe6c",2017-02-01,80.53,"health_beauty"
"2a7e28cc85f95bc55c3d8aff8cc416b1",2017-02-01,120.04,"health_beauty"
"3195c228f36c525c75f392549eff247f",2017-02-01,131.35,"health_beauty"
"96ddb703f0673d920cf28984cdcf0139",2017-02-01,56.58,"health_beauty"
"d2e18fcf7ecfd667af457a9e7034c86a",2017-02-01,210.39,"health_beauty"
"c7fa96b02a00b5cb4693e0aa924b330d",2017-02-01,206.31,"health_beauty"
"c7fa96b02a00b5cb4693e0aa924b330d",2017-02-01,206.31,"health_beauty"
"c3cf2a2c2e8b5cfbe960f65bf800b91a",2017-02-01,79.95,"health_beauty"
"f567c242e80099599cc0202343266187",2017-02-01,56.12,"electronics"
"fdfeec75aa07c1d2a88b17b8fbfc7b8f",2017-02-01,218.13,"health_beauty"
"404c087c1f661898fcfe9d4c4b1480d7",2017-02-01,161.71,"health_beauty"
"8f4b23c6040b8a6b6e1621f378e220ee",2017-02-01,214.5,"health_beauty"
"bf101963374c9a004517e115644d0d4b",2017-02-01,85.89,"health_beauty"
"e7e206c19879bfaf67b74f8a8740b21e",2017-02-01,79.61,"health_beauty"
"7c83cd570176d1b7e42606920fd81d81",2017-02-01,243.76,"health_beauty"
"08a9634db941b72179ed30feeaac2541",2017-02-01,53.73,"electronics"
"d1c90196444f5facb3a682e1a531abd7",2017-02-01,30.95,"health_beauty"
"4c7ee4e8074ee13226ddac13d14b0989",2017-02-01,22.39,"electronics"
"4c7ee4e8074ee13226ddac13d14b0989",2017-02-01,22.39,"electronics"
"4c7ee4e8074ee13226ddac13d14b0989",2017-02-01,22.39,"electronics"
"4c7ee4e8074ee13226ddac13d14b0989",2017-02-01,22.39,"electronics"
"84d7b8f09ab474f27e37c8d220a996be",2017-02-01,114,"electronics"
"ec3921c711c656d036c7316503867f69",2017-02-01,34.51,"health_beauty"
"26de0ad903879b7f28b74d5f60426198",2017-03-01,49.8,"health_beauty"
"3e87ada006372f78ebf4bfee1cb020a5",2017-03-01,82.87,"health_beauty"
"bb25059436e00953081ab3e7429fc03a",2017-03-01,26.71,"health_beauty"
"f9a8f148429cc3e0ebfc426bf5f7299e",2017-03-01,125.79,"health_beauty"
"52cfb42088bb202a56a77b48a3051baa",2017-03-01,81,"health_beauty"
"141ce9b3c6022301d7fbb3d545e2d2fe",2017-03-01,30.95,"health_beauty"
"ec0a836329e091712f3a4979b6dcfb41",2017-03-01,35.86,"electronics"
"ec0a836329e091712f3a4979b6dcfb41",2017-03-01,35.86,"electronics"
"4c66c3496efdc2ec571277fff303a631",2017-03-01,192.55,"health_beauty"
"a1237d295641cb8fec0be746ab923b79",2017-03-01,112.87,"health_beauty"
"175dce49b5ee048156291ea4dadd9f57",2017-03-01,27.64,"electronics"
"3dbf60040199f502ec5dd67f86b804ab",2017-03-01,343.71,"health_beauty"
"ed03eb86a3fefd1113fbaece583c1e76",2017-03-01,30.27,"health_beauty"
"7fc9c416ca9144971f5486875181bdcb",2017-03-01,22.39,"health_beauty"
"443aabd96751d0f91e92d34dae9f473a",2017-03-01,30.27,"health_beauty"
"797537628c3c851dcbc329039f6a37f3",2017-03-01,185.48,"electronics"
"1c3ad9cd29b642c9eca00186785aa309",2017-03-01,34.51,"health_beauty"
"7a0eb0a897a19d67575a24798ba26fc5",2017-03-01,84.02,"health_beauty"
"f68d2c7cf192e85e39bd08dc995dca5c",2017-03-01,222.68,"health_beauty"
"5667af66694cc07bce46f7af2ed32ed6",2017-03-01,69.75,"electronics"
"69ab22fd4d1d7d39481c76b4da5b9621",2017-03-01,173.6,"health_beauty"
"f4ebe4ce4e9765df6954a4fbc44ed37f",2017-03-01,98.74,"health_beauty"
"de969b697705a8e3239d2f760c644c8a",2017-03-01,65.7,"health_beauty"
"6eab6f37ff2d390d23be84642739b500",2017-03-01,279.4,"health_beauty"
"e928cc82f61f2dcab3ad58d6e7200224",2017-03-01,30.8,"health_beauty"
"e928cc82f61f2dcab3ad58d6e7200224",2017-03-01,30.8,"health_beauty"
"e928cc82f61f2dcab3ad58d6e7200224",2017-03-01,30.8,"health_beauty"
"e928cc82f61f2dcab3ad58d6e7200224",2017-03-01,30.8,"health_beauty"
"e928cc82f61f2dcab3ad58d6e7200224",2017-03-01,30.8,"health_beauty"
"e928cc82f61f2dcab3ad58d6e7200224",2017-03-01,30.8,"health_beauty"
"6768c474e9019cdd1b5f11bb7a126f8f",2017-03-01,76.05,"health_beauty"
"bc4a35f20466a9b911b3b0847021e30f",2017-03-01,91.16,"health_beauty"
"030e234a82944425a6f46d5b2552b848",2017-03-01,65.7,"health_beauty"
"636d45d43d34423e6089d87a1869a4c3",2017-03-01,108.81,"health_beauty"
"dee008fbad3f3868874dd10ab5977b88",2017-03-01,34.51,"health_beauty"
"4e15214b61d5e952ea58075636fc6e99",2017-03-01,85.77,"health_beauty"
"f736c451b8bfbfbbf8164a476b28bf98",2017-03-01,140.91,"health_beauty"
"900275f91d7995048467ce817caf670e",2017-03-01,116.12,"health_beauty"
"dab37f5992b4ece308cb13f6141743b4",2017-03-01,184.35,"electronics"
"29b56ecd8b55b6089065dad2fe85a0b8",2017-03-01,79.61,"health_beauty"
"86788916a1e9d8582d4ebd46320c7fb5",2017-03-01,18.83,"health_beauty"
"65efd756608003e865eb8d80f66a3ebb",2017-03-01,185.48,"electronics"
"d496c7682d606e5b5e371b47849d8ad6",2017-03-01,127.42,"health_beauty"
"9630f4af52c269bea30409c275052f6e",2017-03-01,62.51,"health_beauty"
"5718fc130d653929872f0481438d3f66",2017-03-01,39.42,"health_beauty"
"b2c1c7db95834595977330e8c8dd7766",2017-03-01,118.67,"health_beauty"
"7dd1b130c9150c4343cfead610733da0",2017-03-01,218.04,"health_beauty"
"9c5dedf39a927c1b2549525ed64a053c",2017-03-01,85.08,"health_beauty"
"8b0f121dbcd7a605911362fdc4df8e76",2017-03-01,120.04,"health_beauty"
"a07b30a459f83015fb2927d732e20943",2017-03-01,59.01,"health_beauty"
"a07b30a459f83015fb2927d732e20943",2017-03-01,59.01,"health_beauty"
"0231382a78f19752dabca6a86b618152",2017-03-01,86.02,"health_beauty"
"189a789106a7456d348ba7ebf920586c",2017-03-01,205.49,"health_beauty"
"c02bcd4d35c9e36597256b02d86d33cd",2017-03-01,104.79,"health_beauty"
"2105771f19af1ff52afe2a18c984c412",2017-03-01,116.12,"health_beauty"
"2105771f19af1ff52afe2a18c984c412",2017-03-01,116.12,"health_beauty"
"cdaededb679c58a0e7de44a196b55750",2017-03-01,28.56,"health_beauty"
"cdaededb679c58a0e7de44a196b55750",2017-03-01,85.56,"health_beauty"
"9e0129e16582f12822d2b9bd92c8d6d9",2017-03-01,30.95,"health_beauty"
"578c61a097978687b2c5109f39efe918",2017-03-01,79.61,"health_beauty"
"7580acfb8ff8ddb8e8db732d87a5e5cb",2017-03-01,64.42,"health_beauty"
"a34ee4377977a9fb56e0f98a503f0dda",2017-03-01,149.51,"health_beauty"
"99e34b586d1fa26ea713021ff647d18d",2017-03-01,39.42,"health_beauty"
"26b4d5acef7d1ea2ca51d3836df08d78",2017-03-01,103.75,"electronics"
"5e1efbce448f504da54b954d24342d74",2017-03-01,64.42,"health_beauty"
"768351bcdb7630b77da379eb5a54e9b3",2017-03-01,32.79,"electronics"
"79ff3f0a53335a2e8424d3f3c4afccea",2017-03-01,111.21,"electronics"
"79ff3f0a53335a2e8424d3f3c4afccea",2017-03-01,111.21,"electronics"
"a87561bddec57c56c96d99cf74797013",2017-03-01,64.52,"health_beauty"
"d1142640ffde00a5ea942d37238ec5f8",2017-03-01,95.57,"health_beauty"
"ccb47af9fe6426dd806a65340e7c6661",2017-03-01,164.18,"health_beauty"
"e6fd05b126cb5c89f360d14068a14e78",2017-03-01,236.2,"health_beauty"
"ad9c97f9a8dbad1ffcc7f261da6574a0",2017-03-01,102.69,"health_beauty"
"08b04eb82fbd41d6a4a779d822d57a08",2017-03-01,120.68,"health_beauty"
"9372445ddc10678e804717702a911665",2017-03-01,26.71,"health_beauty"
"9372445ddc10678e804717702a911665",2017-03-01,26.71,"health_beauty"
"d710a78f61cc62d2aeb7ebde38ee7738",2017-03-01,256.16,"health_beauty"
"1617449e333a6b58fd912b6a4f25330c",2017-03-01,68.45,"health_beauty"
"376354084f6f8ee744a474abfb826ea2",2017-03-01,67,"health_beauty"
"d3d1c3c4a40be344bd7092fa770cddb9",2017-03-01,104.79,"health_beauty"
"3d6831b9ec6285ad1cd3b7a8f1cdf23e",2017-03-01,124.08,"health_beauty"
"84bcfcb83c1d9ce6012fd51befddab4a",2017-03-01,101.23,"health_beauty"
"2f58cd82a10607b002725193afe913f5",2017-03-01,104.79,"health_beauty"
"4d9f516707478b41c5932a3a3fcfb733",2017-03-01,81.14,"health_beauty"
"20ffa1dd114d05854717ad7de094930c",2017-03-01,155.57,"health_beauty"
"4165597d98e009aafd51a406a9c38562",2017-03-01,101.23,"health_beauty"
"328978d6ed70a17301a26ffa09b7f1a8",2017-03-01,25.86,"health_beauty"
"ed9b8c42cfb80e03b2218426b8ba0cab",2017-03-01,108.21,"health_beauty"
"1c7cb97df72bc6c604e6019104e2b2b0",2017-03-01,78.47,"health_beauty"
"e96f4349b4def654f003437cb0666374",2017-03-01,64.42,"health_beauty"
"ab532e8d49a6cd8848ec641843b39b93",2017-03-01,45.64,"electronics"
"aa171699ddfdc0a2db68be25bd08ea2d",2017-03-01,88.84,"electronics"
"507f91afedbd57681c60c5d8c447716f",2017-03-01,53.73,"electronics"
"61a029ab4f9a513d4ed1c5b3a5d4f125",2017-03-01,51.83,"electronics"
"65e64bd96d206ac3c402d7af655ada63",2017-03-01,55.86,"health_beauty"
"96f182413ae321e91ee91f3e422c6416",2017-03-01,91.79,"health_beauty"
"0928b1d58fe76f5a1e63be5a47ea6253",2017-03-01,64.52,"health_beauty"
"c208db5638f7f1cd04d185856852f864",2017-03-01,58.95,"health_beauty"
"c68ab0a4c51b32f6b71496f4daac4e16",2017-03-01,208.81,"health_beauty"
"0a499296998c5b2e877297984bdf657c",2017-03-01,30.27,"health_beauty"
"2425bfa4b884a961d340ba2616f3be4e",2017-03-01,148.76,"health_beauty"
"8791bf41384da9d1984f98c71a007e85",2017-03-01,42.22,"health_beauty"
"8791bf41384da9d1984f98c71a007e85",2017-03-01,343.08,"health_beauty"
"b4de3b7a1fd0c8b6481454b3e3c02a52",2017-03-01,89.93,"health_beauty"
"e638e0d967678a6c085133337514b57a",2017-03-01,70.93,"health_beauty"
"5471298c2cafa3ef73e2eee59a5a9f4b",2017-03-01,153.64,"health_beauty"
"34243752a921e87a8dae2ee748b71088",2017-03-01,79.61,"health_beauty"
"6e4851de3a0a02ee3f21958e7a3a9fb5",2017-03-01,150.72,"health_beauty"
"dd1195b0c8bec457f3682d13dae7ac55",2017-03-01,113.7,"health_beauty"
